p	effect	size
0.14290618896484375	1.04	20
0.01068878173828125	1.04	20
0.26109886169433594	1.04	20
0.47490501403808594	1.04	20
0.089694976806640625	1.04	20
0.013616561889648438	1.04	20
0.00830841064453125	1.04	20
0.021484375	1.04	20
0.089694976806640625	1.04	20
0.11398696899414063	1.04	20
0.039989471435546875	1.04	20
0.15364646911621094	1.04	20
0.956329345703125	1.04	20
0.069580078125	1.04	20
0.039989471435546875	1.04	20
0.11398696899414063	1.04	20
0.03623390197753906	1.04	20
0.13272666931152344	1.04	20
0.26109886169433594	1.04	20
0.017181396484375	1.04	20
0.54587554931640625	1.04	20
0.06372261047363281	1.04	20
0.17685317993164063	1.04	20
0.38837623596191406	1.04	20
0.058258056640625	1.04	20
0.36827659606933594	1.04	20
0.21616744995117188	1.04	20
0.16495704650878906	1.04	20
0.14290618896484375	1.04	20
0.04405403137207031	1.04	20
0.04844093322753906	1.04	20
0.24548721313476563	1.04	20
0.021484375	1.04	20
0.04844093322753906	1.04	20
0.2942523956298828	1.04	20
0.089694976806640625	1.04	20
0.2942523956298828	1.04	20
0.029575347900390625	1.04	20
0.6476554870605469	1.04	20
0.2773551940917969	1.04	20
0.10539817810058594	1.04	20
0.10539817810058594	1.04	20
0.1893482208251953	1.04	20
0.04405403137207031	1.04	20
0.16495704650878906	1.04	20
0.2305126190185547	1.04	20
0.069580078125	1.04	20
0.089694976806640625	1.04	20
0.15364646911621094	1.04	20
0.36827659606933594	1.04	20
0.24548721313476563	1.04	20
0.082550048828125	1.04	20
0.11398696899414063	1.04	20
0.09730720520019531	1.04	20
0.3117942810058594	1.04	20
0.0758514404296875	1.04	20
0.36827659606933594	1.04	20
0.49800872802734375	1.04	20
0.13272666931152344	1.04	20
0.017181396484375	1.04	20
0.09730720520019531	1.04	20
0.15364646911621094	1.04	20
0.1893482208251953	1.04	20
0.98543548583984375	1.04	20
0.6742229461669922	1.04	20
0.04405403137207031	1.04	20
0.04405403137207031	1.04	20
0.49800872802734375	1.04	20
0.2305126190185547	1.04	20
0.029575347900390625	1.04	20
0.09730720520019531	1.04	20
0.09730720520019531	1.04	20
0.1230926513671875	1.04	20
0.01068878173828125	1.04	20
0.1893482208251953	1.04	20
0.00830841064453125	1.04	20
1	1.04	20
0.1893482208251953	1.04	20
0.03623390197753906	1.04	20
5.855560302734375e-4	1.04	20
0.012079238891601563	1.04	20
0.00830841064453125	1.04	20
0.039989471435546875	1.04	20
0.03623390197753906	1.04	20
0.54587554931640625	1.04	20
0.956329345703125	1.04	20
0.98543548583984375	1.04	20
0.0042209625244140625	1.04	20
0.029575347900390625	1.04	20
0.029575347900390625	1.04	20
0.021484375	1.04	20
0.01923370361328125	1.04	20
0.029575347900390625	1.04	20
0.03276824951171875	1.04	20
0.10539817810058594	1.04	20
0.6476554870605469	1.04	20
0.04405403137207031	1.04	20
0.38837623596191406	1.04	20
0.2942523956298828	1.04	20
0.00830841064453125	1.04	20
0.14290618896484375	1.04	20
0.8408222198486328	1.04	20
0.06372261047363281	1.04	20
0.8694877624511719	1.04	20
0.21616744995117188	1.04	20
0.49800872802734375	1.04	20
0.06372261047363281	1.04	20
0.03276824951171875	1.04	20
0.14290618896484375	1.04	20
0.0758514404296875	1.04	20
0.1230926513671875	1.04	20
0.012079238891601563	1.04	20
0.029575347900390625	1.04	20
0.6742229461669922	1.04	20
0.0072956085205078125	1.04	20
0.38837623596191406	1.04	20
0.01068878173828125	1.04	20
0.04405403137207031	1.04	20
0.7561664581298828	1.04	20
0.15364646911621094	1.04	20
0.026641845703125	1.04	20
0.8408222198486328	1.04	20
0.001209259033203125	1.04	20
0.0758514404296875	1.04	20
0.47490501403808594	1.04	20
0.0042209625244140625	1.04	20
0.3117942810058594	1.04	20
0.021484375	1.04	20
0.62151336669921875	1.04	20
0.14290618896484375	1.04	20
0.039989471435546875	1.04	20
0.01531219482421875	1.04	20
0.26109886169433594	1.04	20
0.0042209625244140625	1.04	20
3.948211669921875e-4	1.04	20
0.0042209625244140625	1.04	20
0.36827659606933594	1.04	20
0.49800872802734375	1.04	20
0.10539817810058594	1.04	20
0.8694877624511719	1.04	20
0.039989471435546875	1.04	20
0.13272666931152344	1.04	20
0.17685317993164063	1.04	20
0.8983173370361328	1.04	20
0.01923370361328125	1.04	20
0.013616561889648438	1.04	20
0.11398696899414063	1.04	20
0.6476554870605469	1.04	20
0.017181396484375	1.04	20
0.10539817810058594	1.04	20
0.21616744995117188	1.04	20
0.05316925048828125	1.04	20
0.017181396484375	1.04	20
0.00830841064453125	1.04	20
0.0072956085205078125	1.04	20
0.0072956085205078125	1.04	20
0.026641845703125	1.04	20
0.2773551940917969	1.04	20
0.01068878173828125	1.04	20
0.8408222198486328	1.04	20
0.039989471435546875	1.04	20
0.05316925048828125	1.04	20
0.40909767150878906	1.04	20
0.039989471435546875	1.04	20
0.0094356536865234375	1.04	20
0.13272666931152344	1.04	20
0.026641845703125	1.04	20
0.34881019592285156	1.04	20
0.023950576782226563	1.04	20
4.825592041015625e-4	1.04	20
0.2773551940917969	1.04	20
0.4304332733154297	1.04	20
0.03623390197753906	1.04	20
0.039989471435546875	1.04	20
0.1230926513671875	1.04	20
0.3299827575683594	1.04	20
0.5705966949462891	1.04	20
0.002712249755859375	1.04	20
0.0014324188232421875	1.04	20
0.1230926513671875	1.04	20
0.16495704650878906	1.04	20
0.16495704650878906	1.04	20
0.6476554870605469	1.04	20
0.05316925048828125	1.04	20
0.15364646911621094	1.04	20
0.36827659606933594	1.04	20
0.78412628173828125	1.04	20
0.21616744995117188	1.04	20
0.17685317993164063	1.04	20
0.0758514404296875	1.04	20
0.04405403137207031	1.04	20
0.03276824951171875	1.04	20
0.012079238891601563	1.04	20
0.8983173370361328	1.04	20
0.0094356536865234375	1.04	20
0.13272666931152344	1.04	20
1.33514404296875e-4	1.04	20
0.058258056640625	1.04	20
0.11398696899414063	1.04	20
0.34881019592285156	1.04	20
0.0042209625244140625	1.04	20
0.001209259033203125	1.04	20
0.16495704650878906	1.04	20
0.0010166168212890625	1.04	20
0.09730720520019531	1.04	20
0.04844093322753906	1.04	20
0.04405403137207031	1.04	20
0.026641845703125	1.04	20
0.11398696899414063	1.04	20
0.54587554931640625	1.04	20
0.0072956085205078125	1.04	20
0.10539817810058594	1.04	20
0.005580902099609375	1.04	20
0.7011814117431641	1.04	20
0.04405403137207031	1.04	20
0.06372261047363281	1.04	20
0.21616744995117188	1.04	20
0.15364646911621094	1.04	20
0.0758514404296875	1.04	20
0.069580078125	1.04	20
0.14290618896484375	1.04	20
0.5216732025146484	1.04	20
0.26109886169433594	1.04	20
2.613067626953125e-4	1.04	20
0.16495704650878906	1.04	20
0.082550048828125	1.04	20
0.20244979858398438	1.04	20
0.006389617919921875	1.04	20
0.34881019592285156	1.04	20
0.7285060882568359	1.04	20
0.4523754119873047	1.04	20
0.029575347900390625	1.04	20
4.76837158203125e-5	1.04	20
0.5216732025146484	1.04	20
0.81235504150390625	1.04	20
0.8983173370361328	1.04	20
0.05316925048828125	1.04	20
0.47490501403808594	1.04	20
0.026641845703125	1.04	20
0.8408222198486328	1.04	20
0.2773551940917969	1.04	20
0.3299827575683594	1.04	20
0.01923370361328125	1.04	20
0.1893482208251953	1.04	20
0.06372261047363281	1.04	20
0.026641845703125	1.04	20
0.069580078125	1.04	20
0.04405403137207031	1.04	20
0.1230926513671875	1.04	20
0.36827659606933594	1.04	20
0.6476554870605469	1.04	20
0.0758514404296875	1.04	20
0.11398696899414063	1.04	20
0.5705966949462891	1.04	20
1.678466796875e-4	1.04	20
0.20244979858398438	1.04	20
0.15364646911621094	1.04	20
0.38837623596191406	1.04	20
0.5958194732666016	1.04	20
0.956329345703125	1.04	20
0.15364646911621094	1.04	20
0.01923370361328125	1.04	20
0.10539817810058594	1.04	20
0.026641845703125	1.04	20
0.2305126190185547	1.04	20
0.81235504150390625	1.04	20
0.34881019592285156	1.04	20
0.1893482208251953	1.04	20
0.1893482208251953	1.04	20
0.8983173370361328	1.04	20
0.17685317993164063	1.04	20
0.013616561889648438	1.04	20
0.05316925048828125	1.04	20
0.01068878173828125	1.04	20
0.06372261047363281	1.04	20
0.005580902099609375	1.04	20
0.03276824951171875	1.04	20
0.6742229461669922	1.04	20
0.04844093322753906	1.04	20
0.49800872802734375	1.04	20
0.082550048828125	1.04	20
1	1.04	20
0.13272666931152344	1.04	20
0.24548721313476563	1.04	20
0.21616744995117188	1.04	20
0.3299827575683594	1.04	20
0.021484375	1.04	20
0.13272666931152344	1.04	20
0.40909767150878906	1.04	20
0.17685317993164063	1.04	20
0.16495704650878906	1.04	20
0.5958194732666016	1.04	20
0.023950576782226563	1.04	20
0.006389617919921875	1.04	20
0.38837623596191406	1.04	20
0.082550048828125	1.04	20
0.069580078125	1.04	20
0.06372261047363281	1.04	20
0.03623390197753906	1.04	20
0.14290618896484375	1.04	20
0.0094356536865234375	1.04	20
0.5958194732666016	1.04	20
0.38837623596191406	1.04	20
0.00485992431640625	1.04	20
0.0758514404296875	1.04	20
0.069580078125	1.04	20
0.06372261047363281	1.04	20
0.089694976806640625	1.04	20
0.20244979858398438	1.04	20
0.2773551940917969	1.04	20
0.012079238891601563	1.04	20
0.16495704650878906	1.04	20
0.2305126190185547	1.04	20
0.15364646911621094	1.04	20
0.00485992431640625	1.04	20
0.082550048828125	1.04	20
1.049041748046875e-4	1.04	20
0.0094356536865234375	1.04	20
0.2942523956298828	1.04	20
0.0094356536865234375	1.04	20
0.11398696899414063	1.04	20
0.021484375	1.04	20
0.0031528472900390625	1.04	20
0.98543548583984375	1.04	20
1	1.04	20
0.4523754119873047	1.04	20
0.06372261047363281	1.04	20
0.1893482208251953	1.04	20
0.16495704650878906	1.04	20
0.03276824951171875	1.04	20
0.54587554931640625	1.04	20
0.0072956085205078125	1.04	20
0.36827659606933594	1.04	20
0.24548721313476563	1.04	20
0.005580902099609375	1.04	20
0.06372261047363281	1.04	20
0.16495704650878906	1.04	20
0.082550048828125	1.04	20
0.5216732025146484	1.04	20
0.36827659606933594	1.04	20
0.2773551940917969	1.04	20
0.0758514404296875	1.04	20
0.20244979858398438	1.04	20
0.0094356536865234375	1.04	20
0.06372261047363281	1.04	20
0.3117942810058594	1.04	20
0.47490501403808594	1.04	20
0.00830841064453125	1.04	20
0.7285060882568359	1.04	20
0.1230926513671875	1.04	20
0.006389617919921875	1.04	20
0.039989471435546875	1.04	20
0.00365447998046875	1.04	20
0.16495704650878906	1.04	20
0.01923370361328125	1.04	20
0.38837623596191406	1.04	20
0.3117942810058594	1.04	20
0.3117942810058594	1.04	20
0.089694976806640625	1.04	20
0.026641845703125	1.04	20
0.13272666931152344	1.04	20
0.2942523956298828	1.04	20
0.089694976806640625	1.04	20
0.1893482208251953	1.04	20
0.26109886169433594	1.04	20
0.47490501403808594	1.04	20
0.089694976806640625	1.04	20
0.04405403137207031	1.04	20
0.03623390197753906	1.04	20
0.98543548583984375	1.04	20
0.069580078125	1.04	20
0.8694877624511719	1.04	20
0.7285060882568359	1.04	20
0.0014324188232421875	1.04	20
0.029575347900390625	1.04	20
4.825592041015625e-4	1.04	20
0.0094356536865234375	1.04	20
0.04405403137207031	1.04	20
0.039989471435546875	1.04	20
0.00485992431640625	1.04	20
0.069580078125	1.04	20
0.082550048828125	1.04	20
0.24548721313476563	1.04	20
0.00830841064453125	1.04	20
0.06372261047363281	1.04	20
0.03276824951171875	1.04	20
0.06372261047363281	1.04	20
0.082550048828125	1.04	20
0.082550048828125	1.04	20
0.13272666931152344	1.04	20
0.069580078125	1.04	20
0.05316925048828125	1.04	20
0.069580078125	1.04	20
5.855560302734375e-4	1.04	20
8.50677490234375e-4	1.04	20
0.0031528472900390625	1.04	20
0.0031528472900390625	1.04	20
0.7561664581298828	1.04	20
2.09808349609375e-4	1.04	20
0.089694976806640625	1.04	20
0.069580078125	1.04	20
1.678466796875e-4	1.04	20
0.05316925048828125	1.04	20
0.16495704650878906	1.04	20
0.021484375	1.04	20
0.54587554931640625	1.04	20
0.2773551940917969	1.04	20
0.2942523956298828	1.04	20
0.0094356536865234375	1.04	20
0.21616744995117188	1.04	20
0.029575347900390625	1.04	20
0.04844093322753906	1.04	20
0.029575347900390625	1.04	20
0.78412628173828125	1.04	20
0.0014324188232421875	1.04	20
0.11398696899414063	1.04	20
0.01068878173828125	1.04	20
0.78412628173828125	1.04	20
0.62151336669921875	1.04	20
0.21616744995117188	1.04	20
0.34881019592285156	1.04	20
0.34881019592285156	1.04	20
0.039989471435546875	1.04	20
0.10539817810058594	1.04	20
0.7285060882568359	1.04	20
0.06372261047363281	1.04	20
0.4304332733154297	1.04	20
3.948211669921875e-4	1.04	20
0.09730720520019531	1.04	20
0.0031528472900390625	1.04	20
0.01923370361328125	1.04	20
0.0031528472900390625	1.04	20
0.6742229461669922	1.04	20
0.00830841064453125	1.04	20
0.81235504150390625	1.04	20
0.10539817810058594	1.04	20
0.1893482208251953	1.04	20
0.058258056640625	1.04	20
0.34881019592285156	1.04	20
0.039989471435546875	1.04	20
0.36827659606933594	1.04	20
0.013616561889648438	1.04	20
0.8694877624511719	1.04	20
0.7011814117431641	1.04	20
0.8983173370361328	1.04	20
0.021484375	1.04	20
0.001209259033203125	1.04	20
0.6742229461669922	1.04	20
0.34881019592285156	1.04	20
0.026641845703125	1.04	20
0.058258056640625	1.04	20
0.10539817810058594	1.04	20
0.11398696899414063	1.04	20
0.4523754119873047	1.04	20
0.54587554931640625	1.04	20
0.8408222198486328	1.04	20
0.40909767150878906	1.04	20
0.1893482208251953	1.04	20
0.2305126190185547	1.04	20
0.2942523956298828	1.04	20
0.13272666931152344	1.04	20
0.023950576782226563	1.04	20
0.023950576782226563	1.04	20
0.03276824951171875	1.04	20
0.4304332733154297	1.04	20
0.06372261047363281	1.04	20
0.81235504150390625	1.04	20
7.076263427734375e-4	1.04	20
0.3299827575683594	1.04	20
0.956329345703125	1.04	20
0.3299827575683594	1.04	20
0.03623390197753906	1.04	20
0.023950576782226563	1.04	20
0.7011814117431641	1.04	20
0.023950576782226563	1.04	20
0.06372261047363281	1.04	20
0.04844093322753906	1.04	20
0.0094356536865234375	1.04	20
0.5705966949462891	1.04	20
0.2305126190185547	1.04	20
0.03276824951171875	1.04	20
0.029575347900390625	1.04	20
0.069580078125	1.04	20
0.17685317993164063	1.04	20
0.058258056640625	1.04	20
0.012079238891601563	1.04	20
0.03623390197753906	1.04	20
0.10539817810058594	1.04	20
0.01068878173828125	1.04	20
0.089694976806640625	1.04	20
0.2942523956298828	1.04	20
0.54587554931640625	1.04	20
0.8983173370361328	1.04	20
0.7011814117431641	1.04	20
0.089694976806640625	1.04	20
0.16495704650878906	1.04	20
0.2773551940917969	1.04	20
0.082550048828125	1.04	20
0.012079238891601563	1.04	20
0.01531219482421875	1.04	20
0.0094356536865234375	1.04	20
0.039989471435546875	1.04	20
0.14290618896484375	1.04	20
0.023950576782226563	1.04	20
0.03276824951171875	1.04	20
0.012079238891601563	1.04	20
0.0023250579833984375	1.04	20
0.058258056640625	1.04	20
0.017181396484375	1.04	20
0.15364646911621094	1.04	20
0.01068878173828125	1.04	20
6.29425048828125e-5	1.04	20
0.05316925048828125	1.04	20
0.01531219482421875	1.04	20
0.10539817810058594	1.04	20
0.01068878173828125	1.04	20
0.00365447998046875	1.04	20
1	1.04	20
0.023950576782226563	1.04	20
0.0094356536865234375	1.04	20
0.0072956085205078125	1.04	20
0.13272666931152344	1.04	20
0.6742229461669922	1.04	20
0.013616561889648438	1.04	20
0.06372261047363281	1.04	20
0.54587554931640625	1.04	20
0.03276824951171875	1.04	20
0.05316925048828125	1.04	20
0.956329345703125	1.04	20
0.0042209625244140625	1.04	20
0.14290618896484375	1.04	20
0.00830841064453125	1.04	20
0.01923370361328125	1.04	20
0.05316925048828125	1.04	20
0.06372261047363281	1.04	20
0.089694976806640625	1.04	20
0.38837623596191406	1.04	20
0.06372261047363281	1.04	20
0.013616561889648438	1.04	20
0.0031528472900390625	1.04	20
0.81235504150390625	1.04	20
0.34881019592285156	1.04	20
0.7561664581298828	1.04	20
0.09730720520019531	1.04	20
0.0094356536865234375	1.04	20
0.15364646911621094	1.04	20
0.47490501403808594	1.04	20
0.029575347900390625	1.04	20
0.10539817810058594	1.04	20
0.04405403137207031	1.04	20
0.09730720520019531	1.04	20
0.023950576782226563	1.04	20
0.00365447998046875	1.04	20
0.029575347900390625	1.04	20
0.16495704650878906	1.04	20
0.021484375	1.04	20
0.00485992431640625	1.04	20
7.076263427734375e-4	1.04	20
0.40909767150878906	1.04	20
0.47490501403808594	1.04	20
0.01923370361328125	1.04	20
0.029575347900390625	1.04	20
0.49800872802734375	1.04	20
7.076263427734375e-4	1.04	20
0.03276824951171875	1.04	20
0.1230926513671875	1.04	20
0.7011814117431641	1.04	20
0.40909767150878906	1.04	20
0.01923370361328125	1.04	20
0.6476554870605469	1.04	20
0.1230926513671875	1.04	20
0.17685317993164063	1.04	20
0.5705966949462891	1.04	20
0.089694976806640625	1.04	20
0.026641845703125	1.04	20
0.11398696899414063	1.04	20
0.4523754119873047	1.04	20
0.62151336669921875	1.04	20
0.0010166168212890625	1.04	20
0.36827659606933594	1.04	20
0.04844093322753906	1.04	20
0.26109886169433594	1.04	20
0.0031528472900390625	1.04	20
0.7285060882568359	1.04	20
0.5216732025146484	1.04	20
0.03623390197753906	1.04	20
0.012079238891601563	1.04	20
0.09730720520019531	1.04	20
0.34881019592285156	1.04	20
0.3299827575683594	1.04	20
8.50677490234375e-4	1.04	20
0.34881019592285156	1.04	20
0.082550048828125	1.04	20
0.36827659606933594	1.04	20
0.2773551940917969	1.04	20
0.029575347900390625	1.04	20
0.7285060882568359	1.04	20
0.11398696899414063	1.04	20
0.20244979858398438	1.04	20
0.00830841064453125	1.04	20
0.34881019592285156	1.04	20
0.6742229461669922	1.04	20
0.013616561889648438	1.04	20
0.1230926513671875	1.04	20
0.01923370361328125	1.04	20
0.01531219482421875	1.04	20
0.021484375	1.04	20
0.1893482208251953	1.04	20
0.1230926513671875	1.04	20
0.026641845703125	1.04	20
0.09730720520019531	1.04	20
0.001209259033203125	1.04	20
0.49800872802734375	1.04	20
0.1893482208251953	1.04	20
0.14290618896484375	1.04	20
0.082550048828125	1.04	20
0.01068878173828125	1.04	20
0.36827659606933594	1.04	20
0.8983173370361328	1.04	20
0.38837623596191406	1.04	20
0.15364646911621094	1.04	20
0.002712249755859375	1.04	20
0.8983173370361328	1.04	20
0.8408222198486328	1.04	20
0.0031528472900390625	1.04	20
0.4304332733154297	1.04	20
0.49800872802734375	1.04	20
0.0031528472900390625	1.04	20
0.00830841064453125	1.04	20
0.03623390197753906	1.04	20
0.7011814117431641	1.04	20
0.20244979858398438	1.04	20
0.001209259033203125	1.04	20
0.1230926513671875	1.04	20
3.948211669921875e-4	1.04	20
0.4523754119873047	1.04	20
0.01923370361328125	1.04	20
0.8694877624511719	1.04	20
0.01923370361328125	1.04	20
0.16495704650878906	1.04	20
0.3299827575683594	1.04	20
0.21616744995117188	1.04	20
0.05316925048828125	1.04	20
0.98543548583984375	1.04	20
0.05316925048828125	1.04	20
0.1230926513671875	1.04	20
0.005580902099609375	1.04	20
0.0094356536865234375	1.04	20
0.0072956085205078125	1.04	20
0.00485992431640625	1.04	20
1.678466796875e-4	1.04	20
0.03276824951171875	1.04	20
0.2942523956298828	1.04	20
0.8694877624511719	1.04	20
0.5958194732666016	1.04	20
0.017181396484375	1.04	20
4.825592041015625e-4	1.04	20
0.01068878173828125	1.04	20
0.6476554870605469	1.04	20
0.026641845703125	1.04	20
0.04844093322753906	1.04	20
0.7285060882568359	1.04	20
0.05316925048828125	1.04	20
0.38837623596191406	1.04	20
0.5958194732666016	1.04	20
0.069580078125	1.04	20
0.3117942810058594	1.04	20
0.956329345703125	1.04	20
0.01531219482421875	1.04	20
0.01068878173828125	1.04	20
0.11398696899414063	1.04	20
0.6742229461669922	1.04	20
0.058258056640625	1.04	20
0.017181396484375	1.04	20
0.5958194732666016	1.04	20
0.6742229461669922	1.04	20
0.06372261047363281	1.04	20
0.36827659606933594	1.04	20
0.54587554931640625	1.04	20
0.4523754119873047	1.04	20
0.029575347900390625	1.04	20
0.40909767150878906	1.04	20
0.9272785186767578	1.04	20
6.29425048828125e-5	1.04	20
0.24548721313476563	1.04	20
0.001689910888671875	1.04	20
0.00485992431640625	1.04	20
0.023950576782226563	1.04	20
0.026641845703125	1.04	20
0.4523754119873047	1.04	20
0.04405403137207031	1.04	20
0.017181396484375	1.04	20
0.05316925048828125	1.04	20
0.16495704650878906	1.04	20
0.8983173370361328	1.04	20
0.2942523956298828	1.04	20
0.1893482208251953	1.04	20
0.5216732025146484	1.04	20
0.62151336669921875	1.04	20
0.01068878173828125	1.04	20
0.3117942810058594	1.04	20
0.20244979858398438	1.04	20
0.13272666931152344	1.04	20
0.26109886169433594	1.04	20
0.10539817810058594	1.04	20
0.2773551940917969	1.04	20
0.03623390197753906	1.04	20
0.11398696899414063	1.04	20
0.13272666931152344	1.04	20
0.2773551940917969	1.04	20
0.16495704650878906	1.04	20
0.00830841064453125	1.04	20
0.05316925048828125	1.04	20
0.05316925048828125	1.04	20
0.10539817810058594	1.04	20
0.5216732025146484	1.04	20
0.005580902099609375	1.04	20
0.09730720520019531	1.04	20
0.34881019592285156	1.04	20
0.34881019592285156	1.04	20
0.09730720520019531	1.04	20
0.021484375	1.04	20
0.7011814117431641	1.04	20
0.21616744995117188	1.04	20
0.039989471435546875	1.04	20
0.023950576782226563	1.04	20
5.855560302734375e-4	1.04	20
0.026641845703125	1.04	20
0.40909767150878906	1.04	20
0.017181396484375	1.04	20
0.13272666931152344	1.04	20
0.2773551940917969	1.04	20
0.4304332733154297	1.04	20
0.2942523956298828	1.04	20
0.06372261047363281	1.04	20
0.04405403137207031	1.04	20
0.13272666931152344	1.04	20
0.8694877624511719	1.04	20
0.0014324188232421875	1.04	20
0.49800872802734375	1.04	20
0.21616744995117188	1.04	20
0.6476554870605469	1.04	20
0.20244979858398438	1.04	20
0.00485992431640625	1.04	20
0.3299827575683594	1.04	20
0.01068878173828125	1.04	20
0.021484375	1.04	20
0.21616744995117188	1.04	20
0.039989471435546875	1.04	20
0.7285060882568359	1.04	20
0.05316925048828125	1.04	20
0.0758514404296875	1.04	20
0.00830841064453125	1.04	20
0.1230926513671875	1.04	20
0.7011814117431641	1.04	20
0.16495704650878906	1.04	20
0.3299827575683594	1.04	20
0.9272785186767578	1.04	20
0.6742229461669922	1.04	20
0.78412628173828125	1.04	20
0.6742229461669922	1.04	20
0.089694976806640625	1.04	20
0.06372261047363281	1.04	20
0.8983173370361328	1.04	20
0.47490501403808594	1.04	20
0.3299827575683594	1.04	20
0.03623390197753906	1.04	20
0.78412628173828125	1.04	20
0.089694976806640625	1.04	20
0.47490501403808594	1.04	20
0.2942523956298828	1.04	20
0.012079238891601563	1.04	20
0.03623390197753906	1.04	20
0.04405403137207031	1.04	20
0.16495704650878906	1.04	20
0.10539817810058594	1.04	20
0.6476554870605469	1.04	20
0.36827659606933594	1.04	20
0.03276824951171875	1.04	20
0.069580078125	1.04	20
0.01531219482421875	1.04	20
0.1230926513671875	1.04	20
0.34881019592285156	1.04	20
0.15364646911621094	1.04	20
0.0758514404296875	1.04	20
0.069580078125	1.04	20
0.039989471435546875	1.04	20
0.017181396484375	1.04	20
0.15364646911621094	1.04	20
0.47490501403808594	1.04	20
0.01531219482421875	1.04	20
0.7011814117431641	1.04	20
0.069580078125	1.04	20
0.21616744995117188	1.04	20
0.00830841064453125	1.04	20
0.21616744995117188	1.04	20
0.54587554931640625	1.04	20
0.0019855499267578125	1.04	20
0.10539817810058594	1.04	20
0.7285060882568359	1.04	20
0.6742229461669922	1.04	20
0.7011814117431641	1.04	20
0.98543548583984375	1.04	20
0.013616561889648438	1.04	20
0.082550048828125	1.04	20
0.03276824951171875	1.04	20
0.021484375	1.04	20
0.002712249755859375	1.04	20
0.62151336669921875	1.04	20
0.15364646911621094	1.04	20
0.01531219482421875	1.04	20
0.2773551940917969	1.04	20
0.04844093322753906	1.04	20
0.023950576782226563	1.04	20
0.24548721313476563	1.04	20
0.0019855499267578125	1.04	20
0.0014324188232421875	1.04	20
0.00485992431640625	1.04	20
0.09730720520019531	1.04	20
0.26109886169433594	1.04	20
0.8408222198486328	1.04	20
0.0094356536865234375	1.04	20
0.06372261047363281	1.04	20
0.01531219482421875	1.04	20
0.039989471435546875	1.04	20
0.00830841064453125	1.04	20
0.058258056640625	1.04	20
0.13272666931152344	1.04	20
0.3299827575683594	1.04	20
0.029575347900390625	1.04	20
0.7285060882568359	1.04	20
0.06372261047363281	1.04	20
0.01923370361328125	1.04	20
0.9272785186767578	1.04	20
0.956329345703125	1.04	20
0.021484375	1.04	20
0.1893482208251953	1.04	20
0.7011814117431641	1.04	20
0.021484375	1.04	20
0.001689910888671875	1.04	20
8.50677490234375e-4	1.04	20
0.0758514404296875	1.04	20
0.00830841064453125	1.04	20
0.026641845703125	1.04	20
0.40909767150878906	1.04	20
0.36827659606933594	1.04	20
0.13272666931152344	1.04	20
0.4523754119873047	1.04	20
0.36827659606933594	1.04	20
1	1.04	20
0.81235504150390625	1.04	20
0.0031528472900390625	1.04	20
0.21616744995117188	1.04	20
0.00365447998046875	1.04	20
0.0758514404296875	1.04	20
1	1.04	20
0.5705966949462891	1.04	20
0.058258056640625	1.04	20
0.4304332733154297	1.04	20
0.029575347900390625	1.04	20
0.082550048828125	1.04	20
0.04844093322753906	1.04	20
0.5958194732666016	1.04	20
0.0758514404296875	1.04	20
0.05316925048828125	1.04	20
0.26109886169433594	1.04	20
0.54587554931640625	1.04	20
8.50677490234375e-4	1.04	20
0.00485992431640625	1.04	20
0.2942523956298828	1.04	20
0.14290618896484375	1.04	20
0.13272666931152344	1.04	20
0.03276824951171875	1.04	20
0.81235504150390625	1.04	20
0.49800872802734375	1.04	20
0.5958194732666016	1.04	20
0.03276824951171875	1.04	20
0.04405403137207031	1.04	20
0.15364646911621094	1.04	20
0.78412628173828125	1.04	20
0.2305126190185547	1.04	20
0.21616744995117188	1.04	20
0.03276824951171875	1.04	20
0.3117942810058594	1.04	20
0.029575347900390625	1.04	20
0.06372261047363281	1.04	20
0.001689910888671875	1.04	20
0.017181396484375	1.04	20
0.16495704650878906	1.04	20
0.01531219482421875	1.04	20
0.0042209625244140625	1.04	20
0.2305126190185547	1.04	20
0.21616744995117188	1.04	20
0.7011814117431641	1.04	20
0.058258056640625	1.04	20
0.20244979858398438	1.04	20
0.10539817810058594	1.04	20
0.026641845703125	1.04	20
0.012079238891601563	1.04	20
0.3299827575683594	1.04	20
3.223419189453125e-4	1.04	20
0.00830841064453125	1.04	20
0.0023250579833984375	1.04	20
0.6742229461669922	1.04	20
0.4523754119873047	1.04	20
0.2773551940917969	1.04	20
0.082550048828125	1.04	20
0.026641845703125	1.04	20
7.076263427734375e-4	1.04	20
0.06372261047363281	1.04	20
0.0023250579833984375	1.04	20
0.06372261047363281	1.04	20
0.14290618896484375	1.04	20
0.81235504150390625	1.04	20
0.47490501403808594	1.04	20
0.01068878173828125	1.04	20
0.0758514404296875	1.04	20
0.029575347900390625	1.04	20
0.5705966949462891	1.04	20
0.09730720520019531	1.04	20
0.49800872802734375	1.04	20
0.3299827575683594	1.04	20
0.54587554931640625	1.04	20
0.01068878173828125	1.04	20
0.16495704650878906	1.04	20
0.6476554870605469	1.04	20
0.13272666931152344	1.04	20
0.03623390197753906	1.04	20
0.26109886169433594	1.04	20
0.04405403137207031	1.04	20
0.03276824951171875	1.04	20
0.8408222198486328	1.04	20
0.26109886169433594	1.04	20
0.0072956085205078125	1.04	20
0.09730720520019531	1.04	20
0.8983173370361328	1.04	20
0.013616561889648438	1.04	20
